postal_code,lat,lon
53937,50.5588667,6.4463803
54290,49.7499689,6.6355739
54292,49.7759373,6.6891152
54411,49.6579882,6.9412691
54439,49.5863292,6.4823931
54470,49.9229314,7.0627357
54516,49.9937946,6.9159741
54550,50.203493,6.8164533
54568,50.2095859,6.6349479
54595,50.2176691,6.4310309
54634,49.9644931,6.5160665
55122,50.0053273,8.2337237
55128,49.9803406,8.2359408
55131,49.988108,8.2763777
55232,49.7460219,8.0994055
55411,49.9469248,7.9261787
55430,50.0852156,7.7135741
55457,49.895926,7.9469131
55469,50.0054062,7.5571356
55543,49.8270169,7.8649707
55583,49.8047238,7.833728
55590,49.7095088,7.6736145
55606,49.7847731,7.4832081
55743,49.7110884,7.3363199
55765,49.6362676,7.1755722
56068,50.3494613,7.5947632
56072,50.3527777,7.517017
56073,50.3379523,7.5590316
56112,50.3037771,7.6363715
56130,50.3268918,7.7251523
56154,50.2111045,7.5920333
56179,50.4056193,7.6438843
56242,50.520333,7.7416004
56269,50.556851,7.6572303
56335,50.3865785,7.7119112
56368,50.2715281,7.9344555
56410,50.4201813,7.7724773
56428,50.4478041,7.7773555
56564,50.4330222,7.4681429
56588,50.5511662,7.4244162
56626,50.431234,7.3730436
56648,50.3771284,7.420068
56727,50.321954,7.2028361
56812,50.1459957,7.1798421
56856,50.0267123,7.1929012
56864,50.0763027,7.0310208
57072,50.8809544,7.9907609
57074,50.8721914,8.0721207
57076,50.9023973,8.0328723
57250,50.903483,8.160558
57258,50.8894272,7.8850991
57319,51.0549841,8.3900561
57368,51.126277,8.0960404
57392,51.1905912,8.3148734
57439,51.1216585,7.9106444
57462,51.0383244,7.8816773
57537,50.7811488,7.7680317
57548,50.8249785,7.8731496
57610,50.6880529,7.6639834
57627,50.6435915,7.8243546
58091,51.3095644,7.5371366
58095,51.3652827,7.4971094
58097,51.3701023,7.4799119
58099,51.3980879,7.4746413
58119,51.3386383,7.5658666
58135,51.3303976,7.4375844
58239,51.4306753,7.5679762
58300,51.3783117,7.3533799
58313,51.4130826,7.4188221
58332,51.2862795,7.2863543
58452,51.4240595,7.3286669
58455,51.4405387,7.3081942
58511,51.2181217,7.6511341
58515,51.1992679,7.635684
58638,51.3840207,7.6749894
58644,51.3404747,7.6855859
58675,51.364886,7.784154
58706,51.4336871,7.7970564
58791,51.2538508,7.7521207
58840,51.2057915,7.8635097
59063,51.6720421,7.8375172
59065,51.6884286,7.8091162
59071,51.6721784,7.9018626
59073,51.7181654,7.8417135
59174,51.5816254,7.670234
59192,51.6241402,7.6318111
59227,51.7790043,7.8781082
59269,51.7595446,8.0495504
59302,51.8289339,8.1434012
59348,51.7778198,7.4026387
59368,51.6780186,7.6366402
59423,51.5304704,7.6958694
59425,51.5525112,7.7042944
59457,51.5523283,7.9168359
59494,51.5744709,8.1001306
59555,51.6912201,8.3393431
59556,51.6764988,8.2980687
59581,51.4556732,8.3035825
59590,51.6293598,8.4991976
59597,51.609652,8.3173494
59755,51.4569728,7.9839003
59759,51.4323927,8.0002897
59821,51.3866229,8.0514358
59846,51.313738,8.0207798
59872,51.3307689,8.2333507
59929,51.3864904,8.5941216
59939,51.3468311,8.4883465
59955,51.2006885,8.5170132
60311,50.109945,8.6833653
60316,50.1209592,8.6961773
60318,50.1246886,8.6865254
60389,50.1442552,8.7169752
60431,50.1453512,8.6505529
60487,50.1282897,8.6457095
60488,50.1409814,8.61332
60590,50.094741,8.6617271
60594,50.1028505,8.6881252
61118,50.1923211,8.7495681
61169,50.3268008,8.7369123
61231,50.3768297,8.7476868
61250,50.3507793,8.5378895
61348,50.2223198,8.6057025
61352,50.2210175,8.661716
61381,50.261042,8.6329852
61440,50.2062659,8.5701522
61462,50.1943365,8.4508294
63069,50.0731986,8.7530384
63071,50.085406,8.7809937
63128,50.0107998,8.7907295
63225,49.9902486,8.6660062
63450,50.1285671,8.9252343
63452,50.145223,8.9251233
63500,50.0291015,8.965689
63571,50.2058915,9.1989162
63619,50.2099398,9.375312
63654,50.2868426,9.1073152
63667,50.4389316,9.0237976
63679,50.4870023,9.1618405
63739,49.9744256,9.1664062
63743,49.9470166,9.1659511
63755,50.0837731,9.0730225
63897,49.6903244,9.2462204
63906,49.8089685,9.1635136
64283,49.8700133,8.6517027
64285,49.8517954,8.6583914
64287,49.8856241,8.6996925
64342,49.761053,8.6642192
64521,49.9145711,8.466917
64560,49.8336371,8.5035127
64625,49.6915917,8.6329115
64646,49.6461559,8.6577083
64653,49.6426967,8.556536
64711,49.6302142,9.0053427
64732,49.7418481,9.0263772
64739,49.7893995,8.965657
64747,49.8233821,9.0398766
64807,49.9054257,8.8163987
64823,49.8656847,8.961699
65189,50.0729625,8.261265
65191,50.0932228,8.2776083
65197,50.0803522,8.2120638
65199,50.0905497,8.1635527
65203,50.0376014,8.2368704
65307,50.1366493,8.0582343
65346,50.0441606,8.0539658
65385,50.0289971,7.8785675
65428,49.9819502,8.446357
65510,50.2321717,8.2190927
65520,50.3020166,8.2864309
65549,50.3875825,8.0632306
65582,50.3714031,8.0282972
65589,50.4585995,8.058617
65719,50.0940795,8.4220047
65779,50.1444291,8.4439133
65795,50.0524868,8.4850943
65812,50.1513729,8.4916864
65929,50.0944874,8.5308675
66111,49.2360123,6.999016
66113,49.2540712,6.9731841
66119,49.2106003,6.9971713
66125,49.275342,7.02958
66280,49.2965261,7.0593327
66333,49.2196183,6.7762674
66346,49.2944307,6.897851
66386,49.2734727,7.1275255
66421,49.3175978,7.34007782
66482,49.2535955,7.3706274
66538,49.3391369,7.180198
66539,49.3247026,7.2283173
66564,49.4126203,7.199481
66606,49.4638241,7.1921958
66663,49.4508767,6.6204664
66693,49.4950015,6.5659463
66740,49.3114303,6.7271048
66798,49.3146876,6.6383887
66802,49.2599803,6.7110309
66822,49.4272476,6.902084
66849,49.4023885,7.5589055
66869,49.5362407,7.387804
66955,49.1695374,7.6154224
66976,49.2371259,7.6455897
66994,49.148501,7.7599286
67063,49.513021,8.4219463
67065,49.455056,8.4221003
67067,49.4392191,8.4002324
67071,49.4867256,8.3689222
67098,49.4513813,8.0133274
67227,49.5335097,8.3466484
67269,49.5699652,8.1723816
67292,49.6662723,7.9857878
67346,49.3295396,8.4292368
67433,49.3518242,8.1634648
67434,49.3395315,8.0767774
67547,49.6391928,8.3668968
67550,49.6902431,8.2781206
67655,49.4410984,7.7691021
67657,49.4524753,7.8029119
67806,49.6228558,7.796046
68159,49.496349,8.4535361
68163,49.4685394,8.5123672
68165,49.480252,8.4889643
68167,49.496763,8.490424
68519,49.556732,8.5657165
68623,49.6257607,8.4103822
68723,49.377703,8.5830187
69115,49.4023728,8.6798342
69117,49.3938242,8.7217682
69118,49.4230484,8.7580603
69120,49.4197028,8.7013385
69121,49.4355994,8.6909827
69123,49.4177944,8.6141226
69126,49.3773204,8.7015986
69168,49.2978877,8.7152493
69412,49.4721158,8.9796368
69469,49.5441382,8.6601499
70174,48.7820792,9.1714519
70176,48.7777939,9.1620434
70178,48.7683505,9.1665043
70184,48.7680209,9.1891877
70190,48.7900887,9.2019925
70191,48.7986844,9.1891021
70199,48.757302,9.1454881
70372,48.7994273,9.2221435
70374,48.8107368,9.2408911
70376,48.818393,9.2066864
70597,48.7450556,9.1674653
70619,48.7421894,9.2221264
70794,48.6579811,9.2163561
70839,48.7864776,9.0599269
71032,48.6817876,9.0480546
71065,48.7103992,9.056412
71083,48.5997139,8.8796592
71229,48.7897001,9.0007802
71332,48.8303841,9.3035159
71364,48.8725502,9.4191187
71640,48.8963229,9.2288688
71665,48.95222,8.9692546
71706,48.9158668,9.0561612
72076,48.5503093,9.0392595
72108,48.4696797,8.9345899
72116,48.3978781,9.0617369
72202,48.543486,8.7197206
72250,48.4905642,8.4420536
72270,48.5487493,8.3187396
72336,48.2697735,8.8682239
72458,48.1980018,9.0293296
72461,48.2712431,9.0072167
72488,48.0910399,9.1828359
72501,48.2543384,9.2622207
72525,48.3917895,9.4979406
72574,48.4849992,9.4199862
72622,48.6165985,9.3523037
72764,48.4867576,9.2220837
73035,48.6978088,9.6290931
73230,48.6405169,9.4514092
73312,48.6147204,9.8474545
73430,48.8425279,10.0819687
73450,48.7730264,10.3211183
73479,48.9650338,10.1755438
73525,48.793087,9.8021582
73557,48.8327906,9.7895085
73614,48.7971936,9.524972
73728,48.7402661,9.3069064
73730,48.7344229,9.3501074
73760,48.7194208,9.262157
74074,49.1268697,9.2398804
74078,49.1772759,9.1439546
74177,49.2405574,9.2071426
74189,49.1543653,9.2820982
74245,49.0949307,9.4037845
74321,48.9536696,9.1277841
74523,49.1066952,9.7812148
74564,49.13247,10.0493907
74613,49.2136432,9.4936287
74653,49.2990193,9.7064645
74722,49.5234741,9.3340507
74736,49.5816979,9.4768282
74821,49.3911379,9.1268929
74889,49.2344637,8.8989482
74906,49.2476297,9.0680574
75015,49.0434861,8.7029697
75175,48.8838651,8.7124973
75179,48.8970894,8.6663131
75181,48.8738642,8.7665112
75223,48.9093295,8.8029234
75305,48.8252609,8.5757935
75323,48.7210023,8.5177956
75328,48.7982653,8.6610094
75365,48.7047207,8.7556198
75378,48.7775207,8.7221007
75417,48.9487402,8.8592103
75433,48.997186,8.8171651
76133,49.0145529,8.3869012
76135,48.9912136,8.3820978
76185,49.0131052,8.3629409
76199,48.9755464,8.4040415
76307,48.9062431,8.5073946
76437,48.8672308,8.1843707
76530,48.765948,8.2468417
76532,48.8027179,8.2090298
76593,48.7224343,8.427204
76596,48.6537458,8.3403282
76646,49.1048939,8.6011546
76669,49.2164758,8.6621865
76726,49.2160959,8.3768601
76829,49.1938769,8.0749618
76835,49.2659444,8.0722269
76870,49.0859432,8.1966156
76887,49.0895889,7.9043209
76889,49.0791294,7.9865402
77652,48.4981169,7.9420538
77654,48.4782825,7.9839099
77694,48.5636457,7.8257869
77709,48.3190489,8.2562267
77787,48.4164141,8.1072027
77815,48.6805235,8.1478283
77855,48.6347705,8.0297264
77883,48.5604477,8.1649619
77933,48.3344257,7.8731962
78052,48.0530166,8.4006272
78073,47.9976839,8.6148302
78126,48.1503823,8.414582
78166,47.9468155,8.5308285
78224,47.7569548,8.8620353
78262,47.6956586,8.7671386
78315,47.7669045,8.9983078
78333,47.851332,9.0231124
78464,47.6830428,9.1920808
78476,47.7347719,9.0694261
78479,47.7319324,9.0386926
78532,47.9793994,8.8045842
78549,48.0735926,8.7350475
78628,48.1701427,8.6574411
78727,48.2959239,8.5929211
79100,47.947939,7.880692
79102,47.9864747,7.8606987
79104,48.0105793,7.8806731
79106,48.0066367,7.8412623
79110,48.0202131,7.8157298
79183,48.0960344,7.9758395
79189,47.924708,7.6772664
79206,48.0226036,7.6202107
79215,48.1809859,8.0868733
79235,48.0851083,7.6438172
79256,47.9632713,8.0223904
79286,48.0395993,7.9614164
79312,48.1248496,7.8655591
79379,47.8019207,7.6286686
79415,47.7221786,7.5747901
79539,47.6146341,7.66581
79618,47.5841175,7.7681691
79650,47.6741511,7.8665483
79713,47.568219,7.9600235
79761,47.6555324,8.1833254
79780,47.7710307,8.4219901
79787,47.6239449,8.3270691
79822,47.9433001,8.1999163
79856,47.8940834,8.0881899
80331,48.1356168,11.5732955
80333,48.1449492,11.5682377
80335,48.1465686,11.5511177
80336,48.1309411,11.5527628
80337,48.1267528,11.5590355
80538,48.1430868,11.5902475
80539,48.1443613,11.5810699
80634,48.150301,11.5284532
80636,48.1503499,11.5421682
80638,48.1630366,11.5088719
80639,48.1502891,11.5021063
80686,48.1318261,11.5167094
80799,48.1520733,11.5748061
80802,48.1600441,11.5930037
80804,48.17199567,11.57997137
81241,48.1407765,11.4665344
81369,48.111481,11.529485
81375,48.1186675,11.4834927
81377,48.1108385,11.490999
81379,48.1025145,11.51952
81479,48.0760966,11.5215568
81539,48.110114,11.5911032
81545,48.088867802,11.560005104
81547,48.099414096,11.576884282
81673,48.1256521,11.6322776
81675,48.1413479,11.5982478
81679,48.1484045,11.6124777
81737,48.0995839,11.637546
81925,48.1627877,11.6199064
81927,48.1604833,11.6383189
82131,48.0645186,11.3537905
82152,48.0984515,11.4274282
82166,48.1221494,11.4359327
82211,48.0016499,11.1567955
82229,48.035992,11.2249181
82256,48.1794132,11.2200636
82319,48.0041097,11.3354671
82327,47.9159562,11.2602588
82335,47.9595806,11.3721059
82340,47.9418798,11.2983884
82362,47.8427947,11.1520087
82377,47.7640749,11.3712363
82380,47.7949234,11.0808575
82418,47.6744734,11.1954319
82467,47.4902874,11.0332252
82487,47.6004811,11.082546
82515,47.9141061,11.42287
83022,47.8557718,12.125731
83024,47.8692191,12.112281
83043,47.8653219,12.0086382
83075,47.7848986,11.9973819
83080,47.664686,12.1127457
83093,47.9024474,12.3115529
83098,47.7292573,12.0626849
83209,47.8554814,12.3807911
83229,47.7434746,12.3015295
83233,47.8076846,12.3664917
83278,47.8846455,12.6241295
83308,48.0280797,12.5644608
83324,47.7328602,12.6192249
83395,47.8438846,12.972251
83413,47.9954487,12.8194014
83435,47.7266717,12.8540813
83471,47.5931913,13.0053004
83512,48.0498673,12.2050899
83527,48.1751396,12.1579831
83569,47.9341543,12.1738052
83646,47.7457793,11.5265358
83670,47.7547043,11.4511898
83734,47.7530265,11.8213083
84034,48.5286909,12.0999127
84036,48.528478,12.1807197
84048,48.6463865,11.7572148
84056,48.7202614,12.0247804
84066,48.7798529,12.2116478
84130,48.6132104,12.4772536
84137,48.4388335,12.3376899
84307,48.408131,12.7530593
84347,48.438569,12.960861
84359,48.2869341,13.0087724
84405,48.2763156,12.1509199
84416,48.3453666,12.1430366
84453,48.2504842,12.5179304
84489,48.163337,12.8194982
84503,48.2264423,12.6747306
85049,48.7637998,11.3534347
85051,48.7240761,11.4081786
85072,48.8863328,11.1989396
85092,48.8349774,11.5192184
85110,48.9296463,11.3857263
85221,48.2698688,11.4537895
85229,48.3670115,11.3534112
85276,48.5434775,11.4838556
85354,48.3898198,11.6936896
85356,48.3901164,11.762752
85435,48.3106834,11.9144357
85456,48.3926042,11.9906411
85521,48.0574314,11.6721236
85540,48.1177011,11.7297987
85560,48.1075233,11.9661607
86150,48.3650339,10.8915426
86152,48.3721733,10.89394
86154,48.3940298,10.8779926
86156,48.3930137,10.8569605
86179,48.2950044,10.9017479
86199,48.3227064,10.8439401
86316,48.364377,11.0082795
86381,48.2498776,10.3869597
86391,48.3606553,10.8259754
86399,48.2746216,10.8017552
86513,48.2466164,10.4475948
86529,48.5787122,11.2314376
86551,48.4493709,11.1074497
86609,48.7194488,10.7656923
86633,48.745628,11.1879729
86637,48.543916,10.6753118
86720,48.8585625,10.4953003
86732,48.9518815,10.5920736
86807,48.0301967,10.753777
86825,48.000596,10.6022112
86830,48.1950561,10.7330952
86899,48.0336819,10.8638784
86911,47.9509438,11.0592519
86949,48.0620833,11.025885
86956,47.8125115,10.8950109
87439,47.7377839,10.2885126
87459,47.5732763,10.5320629
87509,47.5713422,10.1888003
87527,47.5055914,10.27527
87541,47.465757,10.4007695
87561,47.3708539,10.3119292
87600,47.8818544,10.6036513
87629,47.5857052,10.6832942
87634,47.8524905,10.4409397
87700,47.9816221,10.168735
87719,48.0563042,10.48667
87724,47.937657,10.3219678
88046,47.6596599,9.5041895
88048,47.6994152,9.4950925
88069,47.654423,9.6042216
88074,47.6958182,9.5595
88131,47.5728668,9.6869409
88161,47.6016047,9.8823153
88167,47.6237886,10.0096608
88175,47.5692189,9.847434
88212,47.7754614,9.632513
88214,47.7431114,9.6026417
88239,47.6883491,9.8111703
88326,47.9447091,9.6537647
88339,47.9181952,9.7472016
88400,48.0887372,9.7974627
88427,48.0086558,9.6541299
88499,48.1721204,9.4415177
88529,48.2310052,9.4514935
88662,47.8023974,9.2208276
89073,48.4061523,10.0009902
89075,48.4194165,10.0076723
89081,48.4393617,9.971447
89129,48.5126897,10.1066082
89134,48.4332154,9.8730389
89143,48.4056305,9.7816647
89231,48.3778145,10.000127
89264,48.3020171,10.1778887
89312,48.4689783,10.2745279
89331,48.4342063,10.3766213
89335,48.3722647,10.2829252
89407,48.5769839,10.5383563
89522,48.6667148,10.1828004
89584,48.284684,9.6586816
90411,49.4935054,11.0936815
90419,49.4620646,11.054639
90429,49.4574061,11.0412852
90449,49.4255153,11.0169031
90471,49.4173257,11.1261045
90480,49.4428707,11.1231461
90491,49.4735565,11.1270353
90518,49.3930945,11.3677724
90592,49.349562,11.2479628
90766,49.4854293,10.964137
91054,49.6029376,11.0209582
91056,49.5891058,10.9543762
91074,49.5738171,10.8926968
91126,49.3197346,11.0058789
91154,49.2368842,11.1181016
91207,49.5204541,11.2829486
91217,49.5021082,11.4359702
91238,49.4558921,11.4121717
91257,49.7388149,11.5281328
91275,49.69182,11.6011755
91301,49.7122951,11.0664285
91315,49.7160183,10.8199868
91320,49.7832026,11.1758101
91413,49.5668336,10.6121392
91438,49.5241613,10.3994028
91522,49.2888745,10.5597693
91541,49.3658042,10.1629182
91550,49.0792982,10.3129094
91564,49.2861165,10.803699
91710,49.1161362,10.7406852
91781,49.0107268,10.9801097
92224,49.4543662,11.8474021
92237,49.5125917,11.7283307
92318,49.2773761,11.4937797
92421,49.3153268,12.0650867
92444,49.3534592,12.5263181
92526,49.492773,12.4540606
92637,49.6704287,12.1669845
92721,49.7407464,12.2092175
93049,49.0181139,12.0615082
93053,48.9894237,12.0945785
93077,48.9126778,12.0258156
93086,49.0095879,12.4414459
93093,49.0314406,12.2262919
93133,49.233836,11.9913262
93149,49.2055251,12.269115
93309,48.9252278,11.9285767
93333,48.8142299,11.7733678
93413,49.2022494,12.6628515
93444,49.1814926,12.8717992
93449,49.3632586,12.7081978
93453,49.2637912,12.9939295
94032,48.5673568,13.4621956
94036,48.5740135,13.3958063
94072,48.3403018,13.3173673
94078,48.8306891,13.5494294
94086,48.4694415,13.1646419
94094,48.3556444,13.1988302
94110,48.6162164,13.7725154
94227,49.0489225,13.2829741
94234,49.0907737,12.9238826
94315,48.8839157,12.5955773
94327,48.9124364,12.7233695
94374,48.9285448,12.8274637
94405,48.6559589,12.7071682
94469,48.8477283,12.9726396
94474,48.6258041,13.1643127
94481,48.8440733,13.4000483
94486,48.6870389,12.9970903
95032,50.2893347,11.8871927
95100,50.1683602,12.1087865
95111,50.245762,12.0417346
95119,50.3283229,11.6969688
95138,50.3577853,11.6333202
95213,50.1942668,11.7439422
95326,50.1235255,11.4441766
95339,50.1013328,11.5840675
95346,50.1800632,11.5149046
95445,49.9564573,11.5598487
95478,49.8526453,11.9606445
95615,50.011001,12.1072313
95643,49.8888611,12.32937
96049,49.8748271,10.8773789
96106,50.0925234,10.7141897
96110,49.9818839,11.0448682
96138,49.8225021,10.7279797
96215,50.1315263,11.0839299
96231,50.1046289,11.0077186
96250,50.0676348,10.9534651
96317,50.2484128,11.3132063
96450,50.261196504,10.963595213
96465,50.3101681,11.102598
96476,50.3329123,10.7720189
96515,50.4141194,11.2009165
97070,49.7940782,9.935303
97074,49.7808813,9.9589355
97076,49.8052373,9.9877582
97080,49.8208343,9.9125851
97199,49.6586859,10.050451
97215,49.5446267,10.2075111
97318,49.7473109,10.1281046
97332,49.8674329,10.2326041
97421,50.0461428,10.2211212
97422,50.0699522,10.2448646
97437,50.042783,10.5086158
97440,49.9862294,10.0955939
97447,49.8980564,10.3302813
97616,50.3299073,10.2190906
97688,50.1974948,10.0573261
97702,50.2549715,10.2210984
97762,50.1064333,9.8581065
97769,50.3069809,9.7945474
97816,50.0244792,9.5569149
97877,49.741955,9.52596
97941,49.6228614,9.6719988
97980,49.4588974,9.7780338
98527,50.5995932,10.7043365
98574,50.7170757,10.4147835
98617,50.5553785,10.3265568
98646,50.3960888,10.7258483
98693,50.6801519,10.9297909
98724,50.4955587,11.1179085
99089,50.997794,11.0136015
99097,50.9331838,11.068334
99310,50.8012442,10.987927
99425,50.9685473,11.3308391
99427,51.007008,11.318925
99437,50.941324,10.0753557
99444,50.8463328,11.3542801
99510,51.0351265,11.4866204
99610,51.1623693,11.114179
99706,51.3525535,10.8063747
99734,51.4979867,10.8032683
99752,51.456068,10.6152373
99768,51.5910965,10.8144367
99817,50.991225,10.2861649
99867,50.9413192,10.7083837
99894,50.8534325,10.560402
99947,51.1242532,10.6769762
99955,51.1574723,10.8298017
99974,51.2392332,10.486337
99976,51.2073671,10.2289288
