postal_code,lat,lon
08134,50.6518754,12.5934755
08228,50.5402273,12.4116673
08261,50.3875211,12.3413148
08280,50.6012173,12.6860297
08359,50.4751624,12.7625569
08371,50.8044668,12.5571434
08412,50.7297033,12.3493227
08523,50.4922211,12.1096044
08529,50.5007884,12.1763486
08626,50.3428354,12.2275605
08645,50.2828899,12.2400551
09116,50.8205766,12.8734753
09117,50.8211227,12.8340329
09130,50.8387343,12.9506701
09212,50.8728729,12.7133477
09232,50.8833675,12.7940463
09306,51.0256411,12.8315496
09350,50.7505994,12.6283241
09366,50.6965838,12.7770072
09405,50.7441549,13.0638588
09456,50.5773179,13.0584804
09526,50.6750074,13.3510095
09599,50.9171979,13.3394006
09633,50.9619678,13.3911041
09648,51.0015531,12.9817437
10115,52.5319487,13.3837943
10117,52.5175184,13.3877686
10247,52.5157447,13.4651279
10249,52.5232023,13.4415068
10365,52.5205713,13.4968097
10369,52.5310005,13.469783
10405,52.5355509,13.4256888
10713,52.4850517,13.3125811
10717,52.4912185,13.3279382
10777,52.4975687,13.3425948
10785,52.5052448,13.3629834
10787,52.5069933,13.342647
10823,52.4865432,13.3508213
10967,52.4896057,13.4164085
12045,52.4857299,13.4365651
12051,52.4666256,13.4291505
12099,52.4647344,13.4032928
12101,52.4773604,13.3810326
12157,52.4653518,13.3451945
12207,52.4207626,13.3056557
12249,52.4254955,13.3503781
12347,52.448647,13.425635
12351,52.433178,13.4621389
12459,52.468305,13.5147534
12526,52.4004327,13.5662666
12529,52.3658691,13.4986104
12559,52.4150356,13.671138
12621,52.5018809,13.5875303
12627,52.537132,13.6104448
12683,52.5042429,13.5575529
13055,52.5412244,13.4965585
13086,52.5571246,13.4482778
13088,52.5595479,13.4773241
13125,52.6370018,13.4870477
13156,52.5814116,13.3995326
13187,52.5696174,13.4035458
13347,52.5475635,13.3655317
13349,52.5572937,13.3494565
13353,52.5427825,13.3503976
13359,52.5609703,13.3867077
13403,52.5751043,13.3186742
13435,52.6012648,13.3463178
13467,52.6145248,13.3129127
13509,52.5907189,13.298215
13585,52.5472219,13.2065473
13587,52.5751565,13.1876252
13589,52.5574124,13.1722483
13595,52.5140251,13.1993091
14050,52.5201745,13.2691228
14055,52.5000879,13.2170321
14059,52.5209739,13.2885059
14089,52.4708725,13.1515277
14109,52.4198989,13.1438557
14129,52.4429207,13.1973448
14163,52.4372333,13.241466
14165,52.4173942,13.2559391
14193,52.4813456,13.2384701
14195,52.4585754,13.2846329
14467,52.4039516,13.0690282
14469,52.4230779,13.0375312
14471,52.3785892,13.0012601
14480,52.3736203,13.131139
14482,52.3922047,13.1080127
14513,52.3829556,13.2766151
